6255,304144,82,13.3
6255,304144,83,55.9
6255,304144,84,58.3
6255,304144,85,19.2
6255,304144,86,56.0
6255,304144,87,55.9
6255,304144,88,55.8
6255,304144,89,55.7
6255,304144,90,55.7
6255,304144,91,55.6
6255,304144,92,55.5
6255,304144,93,55.4
6255,304144,94,55.3
6255,304144,95,55.2
6255,304144,96,55.0
6255,304144,97,55.0
6255,304144,98,55.0
6255,304144,99,54.8
6255,304144,100,54.7
6255,304144,101,54.6
6255,304144,102,54.5
6255,304144,103,54.5
6255,304144,104,54.4
6255,304144,105,54.2
6255,304144,106,54.1
6255,304144,107,54.4
6255,304144,108,54.5
6255,304144,109,54.3
6255,304144,110,54.1
6255,304144,111,53.8
6255,304144,112,54.3
6255,304144,113,53.9
6255,304144,114,53.8
6255,304144,115,53.7
6255,304144,116,53.6
6255,304144,117,53.7
6255,304144,118,53.7
6255,304144,119,53.4
6255,304144,120,53.3
6255,304144,121,53.3
6255,304144,122,53.2
6255,304144,123,53.4
6255,304144,124,53.0
6255,304144,125,52.9
6255,304144,126,54.7
6255,304144,127,54.7
6255,304144,128,54.6
6255,304144,129,54.5
6255,304144,130,54.5
6255,304144,131,54.7
6255,304144,132,54.7
6255,304144,133,54.3
6255,304144,134,54.5
6255,304144,135,54.5
6255,304144,136,54.4
6255,304144,137,54.4
6255,304144,138,54.3
6255,304144,139,54.3
6255,304144,140,54.2
6255,304144,141,54.1
6255,304144,142,54.0
6255,304144,143,53.9
6255,304144,144,53.7
6255,304144,145,53.7
6255,304144,146,53.7
6255,304144,147,53.6
6255,304144,148,53.4
6255,304144,149,53.4
6255,304144,150,53.4
6255,304144,151,53.5
6255,304144,152,53.4
6255,304144,153,53.3
6255,304144,154,53.2
6255,304144,155,53.2
6255,304144,156,53.5
6255,304144,157,53.4
6255,304144,158,53.3
6255,304144,159,53.3
6255,304144,160,53.3
6255,304144,161,53.2
6255,304144,162,53.1
6255,304144,163,53.1
6255,304144,164,53.1
6255,304144,165,54.9
6255,304144,166,54.8
6255,304144,167,54.8
6255,304144,168,54.7
6255,304144,169,54.5
6255,304144,170,54.4
6255,304144,171,54.4
6255,304144,172,54.4
6255,304144,173,54.4
6255,304144,174,54.3
6255,304144,175,54.3
6255,304144,176,54.1
6255,304144,177,54.0
6255,304144,178,53.9
6255,304144,179,53.9
6255,304144,180,53.8
6255,304144,181,53.7
6255,304144,182,53.9
6255,304144,183,53.9
6255,304144,184,53.8
6255,304144,185,53.6
6255,304144,186,53.6
6255,304144,187,53.6
6255,304144,188,53.6
6255,304144,189,53.4
6255,304144,190,53.4
6255,304144,191,53.5
6255,304144,192,53.4
6255,304144,193,53.4
6255,304144,194,53.4
6255,304144,195,53.3
6255,304144,196,53.2
6255,304144,197,53.3
6255,304144,198,53.1
6255,304144,199,53.1
6255,304144,200,52.9
6255,304144,201,54.4
6255,304144,202,54.4
6255,304144,203,54.4
6255,304144,204,54.3
6255,304144,205,54.3
6255,304144,206,54.2
6255,304144,207,54.1
6255,304144,208,54.1
6255,304144,209,54.0
6255,304144,210,54.0
6255,304144,211,54.1
6255,304144,212,54.1
6255,304144,213,53.8
6255,304144,214,53.8
6255,304144,215,53.8
6255,304144,216,53.8
6255,304144,217,53.6
6255,304144,218,53.6
6255,304144,219,53.6
6255,304144,220,53.5
6255,304144,221,53.5
6255,304144,222,53.4
6255,304144,223,53.3
6255,304144,224,53.3
6255,304144,225,53.3
6255,304144,226,53.3
6255,304144,227,53.2
6255,304144,228,53.2
6255,304144,229,53.1
6255,304144,230,53.0
6255,304144,231,53.0
6255,304144,232,54.2
6255,304144,233,54.1
6255,304144,234,54.1
6255,304144,235,54.1
6255,304144,236,53.8
6255,304144,237,54.0
6255,304144,238,54.1
6255,304144,239,53.9
6255,304144,240,53.9
6255,304144,241,53.9
6255,304144,242,53.8
6255,304144,243,53.8
6255,304144,244,53.8
6255,304144,245,53.8
6255,304144,246,53.8
6255,304144,247,53.7
6255,304144,248,53.7
6255,304144,249,53.6
6255,304144,250,53.6
6255,304144,251,53.6
6255,304144,252,53.5
6255,304144,253,53.5
6255,304144,254,53.4
6255,304144,255,53.5
6255,304144,256,53.4
6255,304144,257,53.4
6255,304144,258,53.4
6255,304144,259,53.3
6255,304144,260,53.3
6255,304144,261,53.2
6255,304144,262,53.1
6255,304144,263,53.4
6255,304144,264,53.5
6255,304144,265,53.3
6255,304144,266,53.3
6255,304144,267,53.3
6255,304144,268,53.2
6255,304144,269,53.2
6255,304144,270,53.3
6255,304144,271,53.2
6255,304144,272,53.2
6255,304144,273,53.1
6255,304144,274,53.1
6255,304144,275,53.1
6255,304144,276,53.7
6255,304144,277,53.8
6255,304144,278,53.6
6255,304144,279,53.6
