6245,303948,55,53.3
6245,303948,56,54.2
6245,303948,57,53.2
6245,303948,58,54.1
6245,303948,59,53.0
6245,303948,60,52.9
6245,303948,61,6.5
6245,303948,62,20.7
6245,303948,63,53.9
6245,303948,64,42.1
6245,303948,65,6.2
6245,303948,66,49.6
6245,303948,67,16.4
6245,303948,68,37.3
6245,303948,69,45.5
6245,303948,70,23.1
6245,303948,71,52.6
6245,303948,72,52.4
6245,303948,73,52.3
6245,303948,74,52.2
6245,303948,75,53.2
6245,303948,76,53.1
6245,303948,77,52.0
6245,303948,78,52.0
6245,303948,79,52.9
6245,303948,80,52.9
6245,303948,81,52.8
6245,303948,82,52.7
6245,303948,83,51.6
6245,303948,84,52.6
6245,303948,85,52.5
6245,303948,86,52.5
6245,303948,87,52.4
6245,303948,88,51.3
6245,303948,89,51.2
6245,303948,90,51.2
6245,303948,91,52.2
6245,303948,92,52.0
6245,303948,93,52.1
6245,303948,94,52.0
6245,303948,95,52.0
6245,303948,96,52.0
6245,303948,97,51.7
6245,303948,98,51.7
6245,303948,99,51.7
6245,303948,100,51.7
6245,303948,101,51.7
6245,303948,102,51.5
6245,303948,103,51.5
6245,303948,104,51.4
6245,303948,105,51.4
6245,303948,106,51.2
6245,303948,107,51.2
6245,303948,108,51.2
6245,303948,109,51.2
6245,303948,110,51.1
6245,303948,111,51.0
6245,303948,112,51.0
6245,303948,113,50.9
6245,303948,114,50.9
6245,303948,115,50.8
6245,303948,116,50.7
6245,303948,117,50.6
6245,303948,118,50.6
6245,303948,119,50.5
6245,303948,120,50.7
6245,303948,121,50.6
6245,303948,122,50.4
6245,303948,123,50.4
6245,303948,124,50.4
6245,303948,125,50.3
6245,303948,126,50.2
6245,303948,127,50.2
6245,303948,128,50.1
6245,303948,129,50.1
6245,303948,130,50.0
6245,303948,131,50.0
6245,303948,132,50.0
6245,303948,133,49.9
6245,303948,134,49.8
6245,303948,135,49.8
6245,303948,136,49.9
6245,303948,137,49.7
6245,303948,138,49.7
6245,303948,139,49.6
6245,303948,140,49.6
6245,303948,141,49.5
6245,303948,142,49.5
6245,303948,143,49.6
6245,303948,144,47.6
6245,303948,145,47.2
6245,303948,146,40.3
6245,303948,147,51.0
6245,303948,148,43.3
6245,303948,149,51.2
6245,303948,150,51.2
6245,303948,151,51.2
6245,303948,152,51.1
6245,303948,153,51.1
6245,303948,154,51.0
6245,303948,155,51.1
6245,303948,156,51.0
6245,303948,157,51.0
6245,303948,158,51.0
6245,303948,159,50.9
6245,303948,160,50.9
6245,303948,161,50.9
6245,303948,162,50.8
6245,303948,163,50.8
6245,303948,164,50.8
6245,303948,165,50.7
6245,303948,166,50.7
6245,303948,167,50.7
6245,303948,168,50.6
6245,303948,169,50.6
6245,303948,170,50.6
6245,303948,171,50.5
6245,303948,172,50.5
6245,303948,173,50.5
6245,303948,174,50.4
6245,303948,175,50.4
6245,303948,176,50.4
6245,303948,177,50.4
6245,303948,178,50.3
6245,303948,179,50.2
6245,303948,180,50.3
6245,303948,181,50.2
6245,303948,182,50.2
6245,303948,183,50.2
6245,303948,184,50.1
6245,303948,185,50.1
6245,303948,186,50.1
6245,303948,187,50.0
6245,303948,188,50.0
6245,303948,189,50.0
6245,303948,190,49.9
6245,303948,191,49.9
6245,303948,192,49.9
6245,303948,193,49.9
6245,303948,194,49.9
6245,303948,195,49.7
6245,303948,196,49.7
6245,303948,197,49.7
6245,303948,198,49.7
6245,303948,199,49.6
6245,303948,200,49.6
6245,303948,201,49.6
6245,303948,202,49.5
6245,303948,203,49.5
6245,303948,204,49.5
6245,303948,205,49.4
6245,303948,206,49.5
6245,303948,207,49.4
6245,303948,208,49.4
6245,303948,209,49.3
6245,303948,210,49.3
6245,303948,211,49.3
6245,303948,212,49.3
6245,303948,213,49.2
6245,303948,214,49.2
6245,303948,215,49.2
6245,303948,216,49.2
6245,303948,217,49.1
6245,303948,218,49.0
6245,303948,219,49.1
6245,303948,220,49.1
6245,303948,221,49.0
6245,303948,222,49.0
6245,303948,223,48.9
6245,303948,224,48.9
6245,303948,225,48.9
6245,303948,226,48.8
6245,303948,227,48.8
6245,303948,228,48.8
6245,303948,229,48.7
6245,303948,230,48.7
6245,303948,231,48.7
6245,303948,232,48.7
6245,303948,233,48.6
6245,303948,234,48.6
6245,303948,235,48.6
6245,303948,236,48.6
6245,303948,237,48.5
6245,303948,238,48.5
6245,303948,239,48.4
6245,303948,240,48.4
6245,303948,241,48.4
6245,303948,242,48.4
6245,303948,243,48.3
6245,303948,244,48.3
6245,303948,245,48.3
6245,303948,246,48.3
6245,303948,247,48.2
6245,303948,248,48.2
6245,303948,249,48.2
6245,303948,250,48.2
6245,303948,251,48.1
6245,303948,252,48.1
6245,303948,253,48.1
6245,303948,254,48.0
6245,303948,255,48.0
6245,303948,256,48.0
6245,303948,257,48.0
6245,303948,258,47.9
6245,303948,259,47.9
6245,303948,260,47.9
6245,303948,261,47.9
6245,303948,262,47.8
6245,303948,263,47.8
6245,303948,264,47.7
6245,303948,265,47.7
6245,303948,266,47.7
